30071,FORT DEFIANCE INDIAN HOSPITAL,PO BOX 649 FORT DEFIANCE AZ 86504,35.759317,-109.0483992,928-729-8000,Acute Care Hospitals,TRUE,Not Available,Same as the national average,Same as the national average,Not Available,Number of Cases Too Small,Less Than the National Average Payment,Less Than the National Average Payment,Not Available,0.9863
30073,TUBA CITY REGIONAL HEALTH CARE CORPORATION,PO BOX 600 TUBA CITY AZ 86045,36.1279296,-111.2249984,928-283-2501,Acute Care Hospitals,FALSE,Same as the national average,Same as the national average,Same as the national average,Not Available,Number of Cases Too Small,Less Than the National Average Payment,Less Than the National Average Payment,Less Than the National Average Payment,0.9801
30074,SELLS HOSPITAL,"HIGHWAY 86, AT TOPAWA ROAD SELLS AZ 85634",31.9183549,-111.8792747,520-362-7003,Acute Care Hospitals,TRUE,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Number of Cases Too Small,Not Available,0.8555
30077,SAN CARLOS APACHE HEALTHCARE,103 MEDICINE WAY ROAD PERIDOT AZ 85542,33.2956419,-110.4178011,928-475-1200,Acute Care Hospitals,FALSE,Not Available,Not Available,Not Available,Not Available,Not Available,Number of Cases Too Small,Less Than the National Average Payment,Not Available,0.9476
30084,CHINLE COMPREHENSIVE HEALTH CARE FACILITY,"US HWY 191, HOSPITAL ROAD CHINLE AZ 86503",36.1575812,-109.6076963,928-674-7001,Acute Care Hospitals,TRUE,Not Available,Same as the national average,Below the national average,Not Available,Number of Cases Too Small,Number of Cases Too Small,Less Than the National Average Payment,Not Available,0.9521
31305,HOPI HEALTH CARE CENTER,"HIGHWAY 264, MILEPOST 388 POLACCA AZ 86042",35.8022226,-110.4260281,928-737-6000,Critical Access Hospitals,FALSE,Not Available,Not Available,Not Available,Not Available,Not Available,Number of Cases Too Small,Number of Cases Too Small,Not Available,0.8777
31308,HUHU KAM MEMORIAL HOSPITAL,483 WEST SEED FARM ROAD SACATON AZ 85147,33.0730133,-111.7591372,520-562-3321,Critical Access Hospitals,TRUE,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.717
31309,SAGE MEMORIAL HOSPITAL,STATE ROUTE 264 SOUTH 191 GANADO AZ 86505,35.7108602,-109.5423597,928-755-4541,Critical Access Hospitals,FALSE,Not Available,Not Available,Not Available,Same as the national average,Number of Cases Too Small,Number of Cases Too Small,Less Than the National Average Payment,Not Available,-0.9783
40007,CHI-ST VINCENT INFIRMARY,TWO ST VINCENT CIRCLE LITTLE ROCK AR 72205,34.7502877,-92.3393435,501-552-3000,Acute Care Hospitals,TRUE,Below the national average,Below the national average,Same as the national average,Same as the national average,Greater Than the National Average Payment,Greater Than the National Average Payment,Greater Than the National Average Payment,Less Than the National Average Payment,0.0
40018,SPARKS MEDICAL CENTER - VAN BUREN,EAST MAIN AND SOUTH 20TH STREET VAN BUREN AR 72956,35.4364853,-94.34637719999999,479-474-3401,Acute Care Hospitals,TRUE,Not Available,Same as the national average,Same as the national average,Above the national average,Number of Cases Too Small,Number of Cases Too Small,No Different Than the National Average Payment,Number of Cases Too Small,0.0
40050,OUACHITA COUNTY MEDICAL CENTER,638 CALIFORNIA AVENUE CAMDEN AR 71701,33.5758644,-92.8362602,870-836-1000,Acute Care Hospitals,TRUE,Same as the national average,Above the national average,Same as the national average,Same as the national average,Number of Cases Too Small,No Different Than the National Average Payment,Less Than the National Average Payment,No Different Than the National Average Payment,0.9738
40154,BAPTIST HEALTH MEDICAL CENTER-CONWAY,1555 EXCHANGE AVENUE CONWAY AR 72032,35.0564394,-92.41927059999999,501-585-2000,Acute Care Hospitals,TRUE,Not Available,Not Available,Not Available,Not Available,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,Less Than the National Average Payment,0.636
41324,CHI ST VINCENT MORRILTON,#4 HOSPITAL DRIVE MORRILTON AR 72110,35.1679543,-92.7213852,501-977-2300,Critical Access Hospitals,TRUE,Not Available,Same as the national average,Not Available,Not Available,Number of Cases Too Small,No Different Than the National Average Payment,No Different Than the National Average Payment,Not Available,0.9294
41328,CHICOT MEMORIAL MEDICAL CENTER,2729 SOUTH HIGHWAY 65 & 82 LAKE VILLAGE AR 71653,33.3064148,-91.2903886,870-265-5351,Critical Access Hospitals,TRUE,Not Available,Same as the national average,Same as the national average,Same as the national average,Number of Cases Too Small,Greater Than the National Average Payment,No Different Than the National Average Payment,Not Available,0.9557
50054,SAN GORGONIO MEMORIAL HOSPITAL,600 NORTH HIGHLAND SPRINGS AVENUE BANNING CA 92220,33.9316874,-116.9461472,951-845-1121,Acute Care Hospitals,TRUE,Same as the national average,Same as the national average,Same as the national average,Below the national average,Number of Cases Too Small,No Different Than the National Average Payment,Greater Than the National Average Payment,Less Than the National Average Payment,0.7906
50103,WHITE MEMORIAL MEDICAL CENTER,1720 E CESAR AVENUE LOS ANGELES CA 90033,34.0492967,-118.2171632,323-268-5000,Acute Care Hospitals,TRUE,Below the national average,Same as the national average,Same as the national average,Below the national average,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,0.8176
50138,KAISER FOUNDATION HOSPITAL - LOS ANGELES,4867 SUNSET BLVD LOS ANGELES CA 90027,34.0983524,-118.2948016,323-783-4011,Acute Care Hospitals,TRUE,Below the national average,Same as the national average,Same as the national average,Not Available,Number of Cases Too Small,Number of Cases Too Small,Number of Cases Too Small,Number of Cases Too Small,-0.8307
50145,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,23625 W R HOLMAN HIGHWAY MONTEREY CA 93940,36.5788637,-121.9131591,831-624-5311,Acute Care Hospitals,TRUE,Same as the national average,Above the national average,Same as the national average,Same as the national average,No Different Than the National Average Payment,No Different Than the National Average Payment,Less Than the National Average Payment,Less Than the National Average Payment,0.9645
50224,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ONE HOAG DRIVE NEWPORT BEACH CA 92663,33.624397,-117.9296357,949-764-4624,Acute Care Hospitals,TRUE,Above the national average,Same as the national average,Same as the national average,Same as the national average,No Different Than the National Average Payment,Greater Than the National Average Payment,Greater Than the National Average Payment,Number of Cases Too Small,-0.6873
50280,MERCY MEDICAL CENTER REDDING,"2175 ROSALINE AVE, CLAIRMONT HGTS REDDING CA 96001",40.5718769,-122.3952436,530-225-6102,Acute Care Hospitals,TRUE,Above the national average,Above the national average,Same as the national average,Below the national average,Greater Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,Less Than the National Average Payment,-0.9184
50309,SUTTER ROSEVILLE MEDICAL CENTER,ONE MEDICAL PLAZA ROSEVILLE CA 95661,38.765635,-121.2495341,916-781-1000,Acute Care Hospitals,TRUE,Same as the national average,Above the national average,Same as the national average,Below the national average,No Different Than the National Average Payment,Less Than the National Average Payment,Less Than the National Average Payment,Less Than the National Average Payment,0.0
50488,EDEN MEDICAL CENTER,20103 LAKE CHABOT ROAD CASTRO VALLEY CA 94546,37.6982685,-122.0903131,510-537-1234,Acute Care Hospitals,TRUE,Same as the national average,Same as the national average,Same as the national average,Below the national average,No Different Than the National Average Payment,No Different Than the National Average Payment,Greater Than the National Average Payment,No Different Than the National Average Payment,0.0
50547,SONOMA DEVELOPMENTAL CENTER,15000 ARNOLD DRIVE   /  P O BOX 1493 ELDRIDGE CA 95431,38.3485829,-122.5176091,707-938-6000,Acute Care Hospitals,FALSE,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.0
50567,MISSION HOSPITAL REGIONAL MED CENTER,27700 MEDICAL CENTER RD MISSION VIEJO CA 92691,33.56101530000001,-117.6653937,949-364-1400,Acute Care Hospitals,TRUE,Below the national average,Above the national average,Same as the national average,Below the national average,Greater Than the National Average Payment,Greater Than the National Average Payment,Greater Than the National Average Payment,Less Than the National Average Payment,0.0
50684,MENIFEE VALLEY MEDICAL CENTER,28400 MCCALL B0ULEVARD SUN CITY CA 92585,33.7189772,-117.1681518,951-679-8888,Acute Care Hospitals,FALSE,Same as the national average,Same as the national average,Same as the national average,Below the national average,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,Number of Cases Too Small,0.0
50717,LAC/RANCHO LOS AMIGOS NATIONAL REHABILITATION  CTR,7601 EAST IMPERIAL HIGHWAY DOWNEY CA 90242,33.9293317,-118.1585885,562-401-7022,Acute Care Hospitals,FALSE,Same as the national average,Not Available,Not Available,Not Available,Number of Cases Too Small,Number of Cases Too Small,Number of Cases Too Small,No Different Than the National Average Payment,0.0
51310,FRANK R HOWARD MEMORIAL HOSPITAL,1 MARCELA DR WILLITS CA 95490,39.3899426,-123.3389404,707-456-3031,Critical Access Hospitals,TRUE,Same as the national average,Same as the national average,Not Available,Not Available,Number of Cases Too Small,No Different Than the National Average Payment,Less Than the National Average Payment,Less Than the National Average Payment,0.0
51317,ST HELENA HOSPITAL-CLEARLAKE,15630 18TH AVE - HWY 53 CLEARLAKE CA 95422,38.9353458,-122.6200816,707-994-6486,Critical Access Hospitals,TRUE,Not Available,Same as the national average,Not Available,Not Available,Number of Cases Too Small,Less Than the National Average Payment,No Different Than the National Average Payment,Not Available,0.0
53302,CHILDREN'S HOSP OF LOS ANGELES,4650 SUNSET BLVD LOS ANGELES CA 90027,34.097817,-118.2898677,323-669-2164,Childrens,TRUE,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.7717
53306,CHILDREN'S HOSPITAL AT MISSION,"27700 MEDICAL CENTER RD, 5TH FLOOR MISSION VIEJO CA 92691",33.56101530000001,-117.6653937,949-365-2408,Childrens,TRUE,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.5859
61325,PIONEERS MEDICAL CENTER,100 PIONEERS MEDICAL CENTER DRIVE MEEKER CO 81641,40.0470026,-107.8822968,970-878-5047,Critical Access Hospitals,TRUE,Not Available,Not Available,Not Available,Not Available,Number of Cases Too Small,Number of Cases Too Small,Number of Cases Too Small,No Different Than the National Average Payment,0.8176
61326,PIKES PEAK REGIONAL HOSPITAL,16420 HIGHWAY 24 WOODLAND PARK CO 80863,38.9746042,-105.07449,719-687-9999,Critical Access Hospitals,TRUE,Not Available,Same as the national average,Not Available,Not Available,Number of Cases Too Small,Number of Cases Too Small,Less Than the National Average Payment,No Different Than the National Average Payment,0.0
70006,STAMFORD HOSPITAL,ONE HOSPITAL PLAZA STAMFORD CT 6904,41.0544825,-73.55229779999999,203-276-1000,Acute Care Hospitals,TRUE,Below the national average,Same as the national average,Same as the national average,Same as the national average,No Different Than the National Average Payment,Greater Than the National Average Payment,No Different Than the National Average Payment,Greater Than the National Average Payment,0.4939
70029,BRISTOL HOSPITAL,BREWSTER RD BRISTOL CT 6010,41.6758208,-72.9314067,860-585-3000,Acute Care Hospitals,TRUE,Above the national average,Below the national average,Same as the national average,Same as the national average,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,0.8313
80003,ST FRANCIS HOSPITAL,7TH AND CLAYTON STS WILMINGTON DE 19805,39.7437539,-75.5511295,302-421-4100,Acute Care Hospitals,TRUE,Above the national average,Same as the national average,Same as the national average,Below the national average,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,-0.5945
100054,TWIN CITIES HOSPITAL,2190 HWY 85 N NICEVILLE FL 32578,30.5335439,-86.4955846,850-678-4131,Acute Care Hospitals,TRUE,Above the national average,Same as the national average,Same as the national average,Same as the national average,Number of Cases Too Small,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,0.0
100137,HEART OF FLORIDA REGIONAL MEDICAL CENTER,40100 US HWY 27 N DAVENPORT FL 33837,28.1814929,-81.6418777,863-422-4971,Acute Care Hospitals,TRUE,Same as the national average,Below the national average,Same as the national average,Below the national average,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,Less Than the National Average Payment,-0.9184
100183,CORAL GABLES HOSPITAL,3100 DOUGLAS RD CORAL GABLES FL 33134,25.7434206,-80.25473989999999,305-445-8461,Acute Care Hospitals,TRUE,Above the national average,Below the national average,Same as the national average,Same as the national average,No Different Than the National Average Payment,No Different Than the National Average Payment,Greater Than the National Average Payment,Greater Than the National Average Payment,-0.1601
100204,NORTH FLORIDA REGIONAL MEDICAL CENTER,6500 NEWBERRY RD GAINESVILLE FL 32605,29.6603042,-82.4115721,352-333-4100,Acute Care Hospitals,TRUE,Above the national average,Below the national average,Same as the national average,Same as the national average,No Different Than the National Average Payment,No Different Than the National Average Payment,Less Than the National Average Payment,No Different Than the National Average Payment,-0.4215
100209,KENDALL REGIONAL MEDICAL CENTER,11750 BIRD RD MIAMI FL 33175,25.7319314,-80.3857679,305-223-3000,Acute Care Hospitals,TRUE,Above the national average,Below the national average,Same as the national average,Same as the national average,No Different Than the National Average Payment,Greater Than the National Average Payment,Greater Than the National Average Payment,Greater Than the National Average Payment,-0.5844
100244,CAPE CORAL HOSPITAL,636 DEL PRADO BLVD CAPE CORAL FL 33990,26.6392094,-81.941716,239-574-2323,Acute Care Hospitals,TRUE,Below the national average,Below the national average,Same as the national average,Below the national average,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,Greater Than the National Average Payment,0.0
21301,PROVIDENCE VALDEZ MEDICAL CENTER,PO BOX 550 VALDEZ AK 99686,61.13014250000001,-146.3563709,907-835-2249,Critical Access Hospitals,TRUE,Not Available,Not Available,Not Available,Not Available,Number of Cases Too Small,Number of Cases Too Small,Number of Cases Too Small,Not Available,-0.5095
21304,PETERSBURG MEDICAL CENTER, PO BOX 589 PETERSBURG AK 99833,56.8108271,-132.9575589,907-772-4291,Critical Access Hospitals,TRUE,Not Available,Not Available,Not Available,Not Available,Not Available,Number of Cases Too Small,Number of Cases Too Small,Not Available,0.5058
21307,CORDOVA COMMUNITY MEDICAL CENTER,PO BOX 160 - 602 CHASE AVENUE CORDOVA AK 99574,60.54133539999999,-145.750531,907-424-8000,Critical Access Hospitals,TRUE,Not Available,Not Available,Not Available,Not Available,Not Available,Number of Cases Too Small,Number of Cases Too Small,Not Available,0.891
110030,CARTERSVILLE MEDICAL CENTER,960 JOE FRANK HARRIS PARKWAY CARTERSVILLE GA 30120,34.1995441,-84.7932932,770-387-8182,Acute Care Hospitals,TRUE,Above the national average,Same as the national average,Same as the national average,Same as the national average,No Different Than the National Average Payment,Less Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,0.991
110038,JOHN D ARCHBOLD MEMORIAL HOSPITAL,915 GORDON AVENUE & MIMOSA DRIVE THOMASVILLE GA 31792,30.8251841,-83.9720565,229-228-2880,Acute Care Hospitals,TRUE,Above the national average,Above the national average,Same as the national average,Below the national average,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,Greater Than the National Average Payment,-0.9302
110041,HABERSHAM COUNTY MEDICAL CTR,541 HISTORIC HIGHWAY 441-NORTH DEMOREST GA 30535,34.5810438,-83.53708859999999,706-754-2161,Acute Care Hospitals,TRUE,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Number of Cases Too Small,Less Than the National Average Payment,Less Than the National Average Payment,No Different Than the National Average Payment,-0.8604
110128,MEADOWS REGIONAL MEDICAL CENTER,ONE MEADOWS PARKWAY VIDALIA GA 30474,32.2071314,-82.377752,912-535-5828,Acute Care Hospitals,TRUE,Below the national average,Same as the national average,Same as the national average,Above the national average,No Different Than the National Average Payment,Less Than the National Average Payment,No Different Than the National Average Payment,Greater Than the National Average Payment,0.8806
111313,PUTNAM GENERAL HOSPITAL,101 LAKE OCONEE PARKWAY EATONTON GA 31024,33.4562831,-83.24673880000002,706-485-2711,Critical Access Hospitals,TRUE,Not Available,Same as the national average,Same as the national average,Same as the national average,Number of Cases Too Small,Number of Cases Too Small,No Different Than the National Average Payment,Not Available,0.6369
111335,LIBERTY REGIONAL MEDICAL CENTER,462 E G MILES PARKWAY HINESVILLE GA 31310,31.8394772,-81.60097549999999,912-369-9438,Critical Access Hospitals,TRUE,Not Available,Same as the national average,Same as the national average,Same as the national average,Number of Cases Too Small,No Different Than the National Average Payment,No Different Than the National Average Payment,Not Available,0.743
113301,CHILDREN'S HEALTHCARE OF ATLANTA AT SCOTTISH RITE,1001 JOHNSON FERRY ROAD ATLANTA GA 30342,33.9056343,-84.35416029999999,404-785-5252,Childrens,TRUE,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.0
120028,NORTH HAWAII COMMUNITY HOSPITAL,67 1125 MAMALAHOA HIGHWAY KAMUELA HI 96743,20.0225509,-155.6647528,808-885-4444,Acute Care Hospitals,TRUE,Not Available,Same as the national average,Same as the national average,Same as the national average,Number of Cases Too Small,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,-0.357
130013,SAINT ALPHONSUS MEDICAL CENTER - NAMPA,1512 TWELFTH AVENUE ROAD NAMPA ID 83686,43.553871,-116.5706709,208-463-5000,Acute Care Hospitals,TRUE,Above the national average,Above the national average,Same as the national average,Above the national average,No Different Than the National Average Payment,Less Than the National Average Payment,No Different Than the National Average Payment,Less Than the National Average Payment,-0.5106
140007,PRESENCE SAINT JOSEPH MEDICAL CENTER,333 N MADISON JOLIET IL 60435,41.5279269,-88.1360016,815-725-7133,Acute Care Hospitals,TRUE,Below the national average,Below the national average,Below the national average,Same as the national average,No Different Than the National Average Payment,Greater Than the National Average Payment,Greater Than the National Average Payment,No Different Than the National Average Payment,0.3612
131323,ST LUKE'S WOOD RIVER MEDICAL CENTER,100 HOSPITAL DRIVE KETCHUM ID 83340,43.6485714,-114.3494597,208-727-8800,Critical Access Hospitals,TRUE,Not Available,Same as the national average,Not Available,Not Available,Not Available,Number of Cases Too Small,Less Than the National Average Payment,Less Than the National Average Payment,0.8402
140002,ALTON MEMORIAL HOSPITAL,ONE MEMORIAL DRIVE ALTON IL 62002,38.8995477,-90.1591567,618-463-7300,Acute Care Hospitals,TRUE,Below the national average,Same as the national average,Same as the national average,Same as the national average,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,Less Than the National Average Payment,-0.753
140015,BLESSING HOSPITAL,BROADWAY AT 11TH STREET QUINCY IL 62301,39.938467,-91.3977493,217-223-5811,Acute Care Hospitals,TRUE,Below the national average,Below the national average,Same as the national average,Same as the national average,No Different Than the National Average Payment,Less Than the National Average Payment,Less Than the National Average Payment,No Different Than the National Average Payment,0.8325
140018,MT SINAI HOSPITAL MEDICAL CENTER,15TH STREET AT CALIFORNIA CHICAGO IL 60608,41.86124239999999,-87.6940679,773-257-6751,Acute Care Hospitals,TRUE,Below the national average,Same as the national average,Same as the national average,Below the national average,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,Number of Cases Too Small,0.0
140052,OSF SAINT ANTHONY'S HEALTH CENTER,ST ANTHONY'S WAY ALTON IL 62002,38.9073839,-90.1718152,618-465-2571,Acute Care Hospitals,TRUE,Same as the national average,Below the national average,Same as the national average,Same as the national average,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,0.0
140118,METROSOUTH MEDICAL CENTER,12935 S GREGORY BLUE ISLAND IL 60406,41.6586704,-87.6770674,708-597-2000,Acute Care Hospitals,TRUE,Same as the national average,Below the national average,Same as the national average,Below the national average,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,Greater Than the National Average Payment,-0.2023
140191,INGALLS MEMORIAL HOSPITAL,ONE INGALLS DRIVE HARVEY IL 60426,41.60745439999999,-87.6596663,708-333-2300,Acute Care Hospitals,TRUE,Above the national average,Below the national average,Same as the national average,Same as the national average,Less Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,0.0
140210,HARRISBURG MEDICAL CENTER,100 DOCTOR WARREN TUTTLE DR HARRISBURG IL 62946,37.7310271,-88.52485999999999,618-253-7671,Acute Care Hospitals,TRUE,Not Available,Below the national average,Same as the national average,Above the national average,Number of Cases Too Small,No Different Than the National Average Payment,Less Than the National Average Payment,Number of Cases Too Small,0.2698
140258,ALEXIAN BROTHERS MEDICAL CENTER 1,800 W BIESTERFIELD RD ELK GROVE VILLAGE IL 60007,42.0050035,-88.01599739999999,847-437-5500,Acute Care Hospitals,TRUE,Below the national average,Above the national average,Above the national average,Same as the national average,Greater Than the National Average Payment,Greater Than the National Average Payment,Greater Than the National Average Payment,Greater Than the National Average Payment,0.0
140286,KISHWAUKEE COMMUNITY HOSPITAL,ONE KISH HOSPITAL DRIVE DEKALB IL 60115,41.9613282,-88.7224268,815-756-1521,Acute Care Hospitals,TRUE,Above the national average,Above the national average,Above the national average,Above the national average,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,Less Than the National Average Payment,-0.9595
141302,MIDWEST MEDICAL CENTER,ONE MEDICAL CENTER DRIVE GALENA IL 61036,42.4490664,-90.4576348,815-777-1340,Critical Access Hospitals,TRUE,Not Available,Not Available,Not Available,Not Available,Number of Cases Too Small,Number of Cases Too Small,Number of Cases Too Small,Not Available,-0.8173
141306,COMMUNITY MEMORIAL HOSPITAL,400 CALDWELL STAUNTON IL 62088,39.0151072,-89.78938149999999,618-635-2200,Critical Access Hospitals,TRUE,Not Available,Not Available,Not Available,Not Available,Number of Cases Too Small,No Different Than the National Average Payment,No Different Than the National Average Payment,Not Available,-0.4084
141328,HARDIN COUNTY GENERAL HOSPITAL,FERRELL ROAD ROSICLARE IL 62982,37.4103431,-88.3558252,618-285-6634,Critical Access Hospitals,TRUE,Not Available,Same as the national average,Not Available,Not Available,Number of Cases Too Small,Less Than the National Average Payment,No Different Than the National Average Payment,Not Available,0.0
141346,FAYETTE COUNTY HOSPITAL,7TH AND TAYLOR VANDALIA IL 62471,38.970641,-89.098878,618-283-1231,Critical Access Hospitals,TRUE,Not Available,Same as the national average,Not Available,Not Available,Number of Cases Too Small,No Different Than the National Average Payment,Less Than the National Average Payment,Number of Cases Too Small,0.0
141349,SPARTA COMMUNITY HOSPITAL,818 E BROADWAY SPARTA IL 62286,38.1239588,-89.69153639999999,618-443-2177,Critical Access Hospitals,TRUE,Not Available,Same as the national average,Not Available,Not Available,Number of Cases Too Small,No Different Than the National Average Payment,No Different Than the National Average Payment,Number of Cases Too Small,0.0
143300,ANN & ROBERT H LURIE CHILDRENS HOSPITAL OF CHICAGO,"225 E CHICAGO, BOX 57 CHICAGO IL 60611",41.8962223,-87.6218344,773-880-4000,Childrens,TRUE,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.9885
143301,LARABIDA CHILDRENS HOSPITAL I,E 65TH ST AT LAKE MICHIGAN CHICAGO IL 60649,41.776811,-87.6015927,773-363-6700,Childrens,FALSE,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.8885
150069,KING'S DAUGHTERS' HEALTH,1373 EAST SR 62 MADISON IN 47250,38.792688,-85.36384330000001,812-801-0105,Acute Care Hospitals,TRUE,Above the national average,Same as the national average,Same as the national average,Above the national average,Number of Cases Too Small,No Different Than the National Average Payment,Less Than the National Average Payment,Less Than the National Average Payment,0.9737
150089,INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL,2401 UNIVERSITY AVE MUNCIE IN 47303,40.197283,-85.414193,765-747-3111,Acute Care Hospitals,TRUE,Above the national average,Above the national average,Same as the national average,Same as the national average,Less Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,Less Than the National Average Payment,0.7269
150128,COMMUNITY HOSPITAL SOUTH,1402 E COUNTY LINE RD S INDIANAPOLIS IN 46227,39.6365539,-86.13254599999999,317-887-7000,Acute Care Hospitals,TRUE,Above the national average,Above the national average,Above the national average,Same as the national average,No Different Than the National Average Payment,No Different Than the National Average Payment,No Different Than the National Average Payment,Less Than the National Average Payment,-0.6705
160089,OTTUMWA REGIONAL HEALTH CENTER,1001 E PENNSYLVANIA OTTUMWA IA 52501,41.0288887,-92.38950489999999,641-682-7511,Acute Care Hospitals,TRUE,Below the national average,Above the national average,Same as the national average,Above the national average,No Different Than the National Average Payment,No Different Than the National Average Payment,Greater Than the National Average Payment,No Different Than the National Average Payment,0.8969
161377,MERCY MEDICAL CENTER-CENTERVILLE,ONE ST JOSEPH'S DRIVE CENTERVILLE IA 52544,40.7555228,-92.8568047,641-437-4111,Critical Access Hospitals,TRUE,Not Available,Same as the national average,Not Available,Not Available,Number of Cases Too Small,No Different Than the National Average Payment,No Different Than the National Average Payment,Not Available,0.3134
